87.5311	149.031	4.71239	87.5311	129.031	1.78946
197.016	125.484	3.51383	178.385	118.21	1.77005
39.6889	107.813	3.00412	19.8776	110.554	1.55599
107.507	85.2659	0.0730829	127.453	86.7263	4.22672
46.7035	60.6875	3.63527	29.0916	51.2102	2.59235
154.687	40.1724	1.80385	150.068	59.6317	5.66959
78.6338	21.2813	0.94935	90.278	37.542	0.94935
87.7406	127.735	1.91589	80.975	146.556	1.91589
177.915	117.319	1.84717	172.457	136.56	1.84717
18.6516	108.096	1.78592	14.3822	127.635	1.78592
128.514	86.3902	4.29453	120.398	68.111	2.87962
30.2307	48.469	2.73843	11.8343	56.3157	0.714743
150.082	61.028	5.69831	166.757	49.986	5.69831
91.1186	37.0927	0.88425	103.796	52.5615	3.29404
83.6508	148.017	1.78904	79.3205	167.543	5.9712
174.264	137.851	1.71388	171.412	157.646	5.30699
17.3712	128.908	1.67623	15.2664	148.797	1.67623
117.856	67.8975	2.87895	98.5416	73.0901	2.87895
10.2376	56.4492	0.725901	25.1956	69.7254	4.42436
167.226	48.3851	5.63688	183.192	36.3402	5.63688
104.891	54.1142	3.20645	84.9335	52.8179	3.20645
78.714	169.359	6.07122	98.2664	165.152	5.36728
170.48	159.112	5.42959	183.625	144.039	5.42959
16.1803	149.828	1.64016	14.7941	169.78	4.83774
98.6439	76.2959	2.78515	79.9009	83.2747	2.78515
28.0806	69.0166	4.21669	18.5676	51.4239	0.896424
184.571	35.5375	5.65175	200.715	23.7314	5.65175
84.4548	49.6639	3.33697	64.8353	45.7811	3.69492
98.4988	162.847	5.36436	110.634	146.949	5.36436
182.045	141.971	5.30972	193.294	125.435	5.30972
13.9614	171.934	4.8939	17.5717	152.263	4.8939
79.6806	84.5943	2.80151	60.8261	91.2656	3.68919
18.7411	48.8657	0.739259	33.5205	62.3405	3.35445
201.935	23.0138	5.62783	217.792	10.825	2.4317
64.0674	44.997	3.75884	47.7579	33.4211	2.48201
109.379	145.223	5.26744	119.918	128.226	5.26744
193.575	124.712	5.31573	204.923	108.243	5.31573
16.9674	151.636	4.71032	16.926	131.636	5.66228
60.7382	92.8524	3.6023	42.8234	83.9608	4.22196
32.0952	66.8567	3.359	12.5661	62.5427	4.75156
219.651	9.73639	2.30376	206.27	24.6003	2.30376
46.2603	33.0153	2.59739	29.1495	43.3701	5.11346
120.198	127.723	5.27003	130.782	110.753	5.27003
