260	195	225	175	25	10	5
40	80	128	200	216	
40	160	80	128	48	
1	0.4	0.55	0.65	0.2	
0.06	0.07	0.13	0.35	0.145	
87.53	149	4.712	
197	125.5	3.514	
39.69	107.8	3.004	
107.5	85.27	0.07308	
46.7	60.69	3.635	
154.7	40.17	1.804	
78.63	21.28	0.9493	
87.74	127.7	1.916	
177.9	117.3	1.847	
18.65	108.1	1.786	
128.5	86.39	4.295	
30.23	48.47	2.738	
150.1	61.03	5.698	
91.12	37.09	0.8842	
83.65	148	1.789	
174.3	137.9	1.714	
17.37	128.9	1.676	
117.9	67.9	2.879	
10.24	56.45	0.7259	
167.2	48.39	5.637	
104.9	54.11	3.206	
78.71	169.4	6.071	
170.5	159.1	5.43	
16.18	149.8	1.64	
98.64	76.3	2.785	
28.08	69.02	4.217	
184.6	35.54	5.652	
84.45	49.66	3.337	
98.5	162.8	5.364	
182	142	5.31	
13.96	171.9	4.894	
79.68	84.59	2.802	
18.74	48.87	0.7393	
201.9	23.01	5.628	
64.07	45	3.759	
109.4	145.2	5.267	
193.6	124.7	5.316	
16.97	151.6	4.71	
60.74	92.85	3.602	
32.1	66.86	3.359	
219.7	9.736	2.304	
46.26	33.02	2.597	
120.2	127.7	5.27	
205.1	107.4	5.319	
20.01	130.6	5.534	
41.83	84.07	4.102	
12.17	57.53	4.703	
202.6	22.02	2.538	
29.24	47.11	4.783	
131.5	110.2	5.306	
217	88.18	1.644	
39.25	121.8	5.852	
31.94	64.87	3.095	
20.14	36.79	0.6584	
184.7	34.38	2.566	
35.65	26.35	3.76	
144.1	92.27	2.423	
211.3	108.5	1.792	
58.33	113.4	5.814	
10.06	69.76	5.652	
35.08	52.28	0.4955	
166.6	46.6	1.089	
16.96	14.03	1.327	
130.5	108.5	2.281	
205.6	128.9	1.778	
77.6	104.8	5.843	
30.11	61.16	1.469	
53.25	63.35	5.175	
177.7	64.63	0.9995	
25.44	33.96	0.8047	
117.2	124.3	2.294	
200.2	149	1.785	
96.62	96.45	5.829	
34.03	82.16	6.122	
64.41	45.63	0.5062	
188.7	82.49	0.9939	
41.38	49.2	4.424	
103.8	139.6	2.327	
194.9	169.7	3.653	
115.6	88.27	5.838	
54.95	75.97	2.528	
81.93	56.78	0.2584	
199.7	100.2	0.9732	
35.73	28.43	5.958	
89.85	155.1	2.342	
178.5	157.1	3.764	
134.5	80.14	5.823	
36.85	87.03	1.386	
100.4	65.71	0.363	
210.8	119.3	4.663	
56.11	24.42	6.236	
75.82	170.8	3.398	
161.4	144.2	3.743	
154.2	71.74	6.198	
45.95	106.3	1.203	
119.2	74.82	0.3632	
205.3	99.25	4.462	
78.68	22.49	3.666	
56.04	164.5	3.161	
144.7	131.6	3.74	
175.8	69.29	3.599	
54.67	125.1	1.215	
138.2	84.24	3.582	
199.8	78.46	3.84	
57.7	16.46	2.66	
35.65	161.1	3.261	
128.1	119.3	3.749	
157.4	59.53	3.612	
63.27	143.7	1.224	
119.5	75.06	4.203	
182.6	66.49	3.756	
39.67	28.06	0.9634	
14.52	157.4	5.228	
111.3	107	3.74	
138.8	49.68	3.604	
72.69	163.3	3.855	
112	55.51	3.958	
165.2	54.55	3.766	
52.81	45.06	1.902	
27.33	140.8	4.796	
94.67	94.91	3.723	
120.5	38.85	2.021	
58.3	148.4	3.29	
101.1	37.89	3.81	
148.3	42.61	3.785	
45.24	65.68	5.557	
27.04	119.9	4.619	
77.74	82.8	3.737	
115	58.99	1.803	
37.41	149.2	3.139	
86.53	22.61	3.839	
131.4	30.42	3.81	
58.26	48.95	4.039	
26.73	99.21	4.63	
60.67	70.92	3.754	
109.9	79.4	1.823	
14.98	151	5.942	
71.38	6.91	1.525	
114.5	17.96	3.793	
44.9	32.47	4.827	
25.35	77.37	0.02813	
43.48	58.77	3.942	
105	101.2	4.64	
35.53	146.5	6.125	
72.8	28.24	1.419	
96.83	4.416	1.578	
47.46	10.66	0.1379	
46.44	81.85	0.8339	
25.93	45.62	5.826	
109.1	80.2	6.087	
56.02	142.2	6.109	
74.35	49.28	1.267	
99.43	25.83	2.397	
68.6	17.8	3.352	
61.68	97.04	3.167	
46.9	39.98	4.063	
129.5	78.35	6.143	
76.25	137.9	6.137	
76.81	70.34	2.577	
83.8	39.44	2.469	
47.18	10.91	1.196	
41.29	94.96	3.254	
30.58	24.98	2.059	
150.2	76.46	6.161	
96.8	133.8	5.31	
57.58	77.89	2.699	
68.13	52.98	2.465	
57.69	30.21	6.102	
19.3	92.42	4.811	
24.33	45.97	5.149	
171.2	73.29	6.101	
105	114.4	5.134	
37.91	85.73	2.383	
51.68	66.33	1.5	
77.43	21.94	0.2154	
24.12	72.03	4.877	
32.2	25.99	0.3539	
192.3	70.09	6.093	
112.8	95.45	5.122	
20.9	97.76	2.443	
56.09	88.22	5.007	
97.06	29.05	0.2939	
28.37	50.24	1.397	
52.13	35.62	2.865	
214.5	67.89	4.566	
120.2	75.54	0.206	
4.016	110.6	1.127	
58.36	67.05	5.781	
116.6	36.8	5.999	
29.55	71.68	0.5151	
31.71	42.37	5.103	
209.5	47.24	4.454	
141	81.18	4.839	
13.16	129.4	1.048	
78.52	59.41	1.77	
136.8	30.67	5.94	
50.23	79.41	2.949	
42.96	23.28	1.651	
204.5	26.63	4.466	
141.1	60.52	4.433	
22.41	148	1.063	
73.01	79.23	1.876	
157	24.43	5.94	
28.85	81.67	1.879	
39.3	45.1	4.713	
200	4.832	2.466	
137.5	39.71	4.569	
31.36	167.8	4.714	
66.84	100.4	5.945	
178	17.35	3.414	
25.02	102.4	0.9039	
40.72	23.53	2.316	
185.5	20.86	2.307	
133.7	17.94	2.338	
29.57	146.2	0.2988	
85.78	91.37	5.836	
157.3	12.38	3.394	
39.51	117.9	0.8766	
26.81	39.11	1.52	
170.9	36.78	2.302	
120.4	34.85	2.318	
48.4	156.2	0.382	
104.7	82.46	5.858	
136.6	7.58	0.9153	
53.44	133	0.8919	
29.51	60.31	5.792	
156.6	52.46	2.53	
107.2	51.35	4.254	
66.22	166.1	6.026	
123.9	73.44	1.821	
149.6	24.03	0.8793	
67.4	148.7	0.8914	
48.69	50.68	0.7199	
139.2	65.48	4.204	
96.93	32.71	4.251	
87	161.6	4.764	
118	93.63	3.256	
162.8	40.61	0.8669	
81.07	164.1	5.859	
65.76	63.34	2.711	
128	48.07	2.978	
85.8	13.79	0.549	
89.94	140.8	3.07	
97.63	90.02	3.323	
175.9	56.89	0.8657	
99.58	154.8	6.28	
46.24	70.97	2.112	
107.8	53.12	2.893	
103	26.12	0.669	
68.74	143	0.7348	
76.19	85.83	1.17	
188.9	73.16	0.8639	
120.2	153.4	6.253	
37.57	90.77	4.171	
87.69	58.29	2.883	
120	38.38	0.6676	
85.78	156.6	3.052	
87.83	103.2	1.02	
202	89.52	0.8555	
141	152.3	0.02088	
28.88	71.77	4.242	
67.41	63.22	2.896	
137	50.56	0.6702	
64.29	154.7	4.829	
99.22	120.4	1.036	
216	105.6	1.792	
162.1	151.3	6.275	
20.25	51.36	1.742	
46.33	68.93	5.353	
154.2	62.87	0.7025	
72.67	134.5	1.442	
110.7	138	1.013	
206.5	124.6	2.001	
183.8	149.7	2.508	
19.63	72.64	0.284	
61.86	54.32	0.8414	
171	75.07	0.6825	
73.64	156.4	4.046	
122.5	155.9	2.738	
197	143.5	1.145	
164.7	159.9	4.422	
40.67	77.2	1.619	
73.5	72.7	5.406	
188.1	87.45	0.6677	
65.68	136.9	4.763	
101.9	160.5	3.956	
207.8	162.4	2.978	
161.3	139.8	4.585	
39.11	97.61	1.713	
86.13	56.5	5.291	
205.1	99.67	0.6643	
68.37	116.6	4.737	
90.48	142.4	6.01	
187.1	161	3.146	
158.4	119.2	4.615	
37.58	118.5	1.711	
99	39.88	5.314	
223.1	113.4	4.051	
70.86	96.08	4.726	
110.8	139.3	6.172	
166.1	159.4	3.163	
155.7	98.7	4.598	
36.09	139.1	1.697	
111.9	23.54	5.305	
206.5	100.4	3.827	
73.24	75.61	4.73	
131.3	136.5	6.183	
145.5	157.8	3.155	
153.4	77.62	4.64	
34.99	160.4	2.697	
126.4	6.167	2.435	
189.8	87.31	3.85	
76.35	54.43	2.741	
152.1	133.7	6.166	
124.7	156.2	3.141	
151.5	57.13	4.628	
14.5	168.6	0.05636	
112	21.16	2.349	
173.4	74.51	3.855	
57.09	62.17	2.685	
172.7	131.2	6.186	
104.3	154.8	3.182	
149.5	35.94	4.638	
36.18	164.1	3.592	
97.4	37.16	3.244	
156.9	61.46	3.855	
37.41	69.8	0.8889	
193.7	128.7	6.201	
82.34	153.1	5.633	
148.4	14.17	0.7862	
15.73	156.7	5.476	
76.78	33.74	3.306	
139.4	48.21	0.2542	
50.39	86.28	0.1515	
215.5	125.3	1.767	
101.7	143.4	1.905	
162.4	30	5.491	
32.79	144.6	5.643	
55.29	29.51	1.573	
160.2	54.33	4.711	
70.46	90.21	0.09917	
206	143.9	1.966	
94.38	164.3	4.453	
176.9	13.72	0.4716	
50.07	132.4	5.65	
58.95	51.93	4.055	
157.4	34.03	4.616	
90.36	94	0.1139	
197	163.1	3.398	
93.75	142.3	0.1549	
195.6	23.27	0.4598	
67.11	120.2	5.644	
49.22	31.65	0.85	
154.5	11.26	2.248	
111.3	97.99	0.07721	
180.4	149.4	3.841	
111.5	154.2	0.6027	
214.7	33.46	4.634	
83.91	107.9	5.633	
59.58	50.76	2.655	
142.9	29.28	2.181	
131.5	101.7	0.0745	
164.5	135.9	3.836	
128.8	166.8	5.548	
212	11.73	2.283	
100.2	96	5.615	
40.08	59.87	0.6901	
131.8	46.64	2.199	
151.7	105.3	0.07824	
148.8	122.4	3.82	
140.6	149.8	5.292	
201.2	30.25	2.128	
117	83.39	5.605	
60.31	69.66	3.898	
120.5	65.52	3.773	
172.8	109	0.05834	
132.3	108.6	1.936	
152.6	132.6	5.299	
190.3	48.64	2.133	
133.8	69.76	2.316	
42.96	57.27	4.604	
104.4	51.63	5.38	
193.6	112.7	0.06137	
125.8	128	1.91	
164.6	115.6	5.345	
179.3	68.21	4.852	
117.6	84.2	0.06074	
46.61	35.45	0.6542	
118.2	35.66	5.46	
215.2	116.5	2.473	
119.2	148	1.887	
176.8	98.27	6.019	
184.5	47.74	4.98	
138.9	84.36	2.291	
62.13	50.49	2.31	
132.3	19.85	5.47	
197.7	128.1	2.472	
112.4	168	3.429	
197.4	93.97	6.068	
190.3	26.97	4.982	
124.3	100.1	4.723	
46.84	65.26	2.74	
146.9	3.157	1.562	
179	139.6	5.728	
93.27	159.2	3.506	
219.4	90.03	3.523	
195.7	5.347	1.469	
125.1	79.7	4.768	
27.49	73.72	1.539	
149.6	23.88	1.51	
197.2	129.4	5.644	
73.57	150.8	5.648	
199.3	84.22	3.395	
194.7	26.65	1.613	
125.8	57.75	2.234	
31.69	94.65	0.8995	
152.2	46.2	5.061	
215.5	118.6	4.32	
92.65	141.8	5.252	
178.6	78.11	2.295	
193.8	48.04	0.8074	
113.5	74.57	2.221	
43.93	111.5	0.9527	
156.4	25.38	4.891	
209.9	98.14	2.661	
101.8	123.2	5.152	
165.3	94.58	2.235	
208.9	63.05	2.004	
101.5	91.48	2.218	
56.06	128.2	0.9632	
160.5	3.989	0.6364	
191.2	108.1	2.586	
110.9	104.5	5.145	
152.3	111	2.237	
200.3	82.39	1.982	
89.56	108.4	2.232	
68.18	145.2	0.9674	
177.7	15.96	0.6394	
172.8	118	2.57	
120	86.54	5.156	
139.9	126.9	2.208	
191.9	103.1	4.753	
77.78	125.7	3.615	
80.2	163.6	4.657	
195	28.02	0.6544	
154.1	128	3.79	
129.6	67.59	5.148	
126.9	144.7	4.212	
195.9	82.35	4.921	
60.47	113.8	3.705	
75.68	142.8	3.684	
212.6	40.96	3.193	
139.6	112.5	2.382	
138.5	47.92	1.403	
120.4	125	5.027	
199.8	62.2	4.933	
43.68	102.5	3.705	
56.68	131.7	6.175	
191.6	40.64	2.353	
124.2	125.6	2.374	
141.8	69.26	5.455	
127.8	104.9	0.4425	
204.3	41.21	4.933	
26.14	90.67	3.71	
77.1	135.1	0.1445	
178.8	57.86	2.269	
108.6	139.2	2.362	
153.7	51.67	5.286	
143.6	118.4	0.7217	
208.7	19.43	2.578	
7.702	77.95	1.019	
97.85	138.9	0.1649	
166.1	75.2	2.257	
92.78	153.1	2.338	
165.9	33.71	5.295	
159.6	132.4	0.7236	
191.6	31.98	2.546	
23.1	93.47	4.869	
118	142.6	0.1651	
153.7	91.97	2.272	
77.15	166.8	3.215	
178.5	15.46	3.039	
175.1	146	0.7007	
174.3	45.09	2.556	
24.88	72.49	4.732	
138.4	146.6	0.1735	
141.5	108.8	2.258	
56.96	161.2	3.928	
158	20.39	2.976	
191	160.9	5.393	
157.3	57.77	2.544	
26.29	51.77	4.712	
159.1	150.7	0.1773	
129.2	125.7	2.265	
46.21	143.2	4.041	
137.1	25.29	2.975	
200.9	142.2	5.192	
140.5	70.45	2.559	
25.35	41.84	3.641	
179.8	154.7	0.1446	
117.1	142.3	2.251	
35.43	125.4	4.035	
116.7	29.97	2.989	
210.4	123.8	5.201	
124	82.84	2.546	
28.61	20.74	1.923	
200.2	158.7	0.1832	
105	160.9	4.662	
24.57	107.9	4.023	
96.27	34.4	2.983	
221.7	104.2	2.587	
107.2	95.41	2.856	
25.13	42.16	0.1451	
221.8	163.2	3.641	
108.5	140.2	4.915	
13	89.73	5.698	
75.09	38.16	1.584	
205.8	118.4	2.392	
88.62	104.2	2.753	
46.95	43.93	3.1	
202.4	155.5	2.529	
111.9	119.7	4.887	
32.74	81.76	5.801	
76.88	59.81	6.119	
189.5	133.1	0.459	
69.94	112.8	2.751	
25.82	44.46	2.588	
184.8	168.8	5.216	
115.5	99.41	4.917	
52.31	73.48	1.139	
97.12	54.54	0.03401	
209.6	142.2	4.89	
50.93	121.4	2.743	
8.201	57.62	4.985	
198.2	152.8	5.411	
118.7	78.31	0.04054	
57.66	94.43	3.471	
117.9	55.4	0.219	
210.2	121.4	4.715	
31.67	130	2.751	
17.27	38.33	5.08	
213.5	136.4	2.708	
139.5	80.62	0.7696	
39.1	84.85	3.521	
138.6	58.25	0.1089	
210.8	100.6	4.766	
11.79	139	0.3782	
26.22	19.02	0.3863	
196	148.5	2.454	
154.3	96.13	2.407	
19.77	74.47	0.6349	
160.1	60.58	3.889	
211.4	79.68	4.783	
31.67	144.4	0.3053	
44.99	29.24	1.411	
178.7	161.6	4.161	
139.2	110	2.444	
37.31	85.73	0.456	
145.6	46.04	3.949	
212.3	58.67	4.786	
51.96	150.1	0.2855	
47.39	50.55	2.644	
172.7	141.4	4.387	
123.9	124.3	2.452	
55.21	96.87	0.4694	
130.7	30.92	3.95	
213.2	37.3	4.752	
72.69	156.9	4.6	
28.72	60.43	4.128	
167.3	121.5	4.412	
108	138.6	0.7087	
72.95	107.6	0.9966	
116.4	15.69	3.329	
212.9	14.46	1.283	
66.84	136.4	3.616	
19.17	40.64	0.11	
161.7	101.2	4.428	
126.6	148.8	0.5387	
81.61	127.1	4.048	
95.26	13.67	3.279	
213.8	36.62	4.224	
47.42	126.6	1.04	
40.65	44.91	3.794	
156.4	81.22	4.439	
144.7	158.5	0.5123	
71.83	109	4.099	
74.41	11.32	3.293	
204.7	17.06	2.861	
60.42	142.8	0.9501	
21.75	33.52	1.469	
151.2	60.89	4.444	
163.7	169.1	5.207	
61.92	90.85	4.094	
53.5	9.037	3.314	
185.8	27.41	2.656	
73.71	159.8	3.432	
26.09	55.09	4.83	
145.9	40.42	4.425	
170.7	149.3	5.074	
51.78	72.47	4.08	
32.07	6.679	2.843	
166.9	37.71	2.644	
53.53	152.2	5.696	
