260	195	225	175	25	10	5
27.46	33.33	2.35	
139.9	19.49	5.96	
177.6	129.9	5.082	
41.34	53.97	5.241	
11.89	14.73	0.8934	
146.8	48.01	6.222	
72.29	142.6	5.459	
14.63	50.09	1.403	
160.8	18.08	6.12	
184.7	110.3	5.085	
57.25	39.33	2.934	
27.83	30.73	4.368	
167.5	43.01	6.018	
86.43	127.2	5.977	
23.7	69.96	6.185	
182.2	16.74	6.161	
191.9	90.73	5.078	
36.09	44.9	5.413	
18.49	10.07	1.972	
188.2	38.06	6.005	
